id,position,bare,accented,derived_from_word_id,rank,disabled,audio,usage_en,usage_de,number_value,type,level,created_at
925,,проводить,проводи'ть,,904,0,https://openrussian.org/audio-shtooka/проводить.mp3,"This verb is actually 2 different verbs at the same time. The verb pairs are:\nпровести́ (perfective), проводи́ть (imperfective)\nпроводи́ть (perfective), провожа́ть (imperfective)",кого? что?,,verb,B2,2020-01-01 00:00:00
938,,дым,дым,,917,0,https://openrussian.org/audio-shtooka/дым.mp3,"Нет дыма без огня. (Russian proverb)\nThere is no smoke without fire (огонь).",Partitiv: ды'му,,noun,B2,2020-01-01 00:00:00
943,,ради,ра'ди,,922,0,,+ genitive case,кого? чего?,,other,B2,2020-01-01 00:00:00
952,,ночной,ночно'й,,931,0,https://openrussian.org/audio-shtooka/ночной.mp3,Dene,,,adjective,B2,2020-01-01 00:00:00
957,,плакать,пла'кать,,936,0,https://openrussian.org/audio-shtooka/плакать.mp3,"Когда я плачу́, я пла́чу",от чего?,,verb,B2,2020-01-01 00:00:00
959,,мешать,меша'ть,,938,0,https://openrussian.org/audio-shtooka/мешать.mp3,+ dative,,,verb,B2,2020-01-01 00:00:00
996,,несмотря,несмотря',,974,0,,Несмотря на + accusative,на что?,,other,B2,2020-01-01 00:00:00
1003,,срок,срок,,981,0,https://openrussian.org/audio-shtooka/срок.mp3,сроки хранения: shelf life,,,noun,B2,2020-01-01 00:00:00
1065,,трое,тро'е,,1043,0,https://openrussian.org/audio-shtooka/трое.mp3,"nominative: тро́е\ngenitive: трои́х\ndative: трои́м\naccusative: тро́е / трои́х\ninstrumental: трои́ми\nprepositional: трои́х",,,other,B2,2020-01-01 00:00:00
1072,,отказаться,отказа'ться,,1050,0,https://openrussian.org/audio-shtooka/отказаться.mp3,+ dative,от чего?,,verb,B2,2020-01-01 00:00:00
1080,,СССР,СССР,,1058,0,,"СССР = Союз Советских Социалистических Республик. It is used as a masculine noun according to the rules of determining the gender of abbreviations, since 'Союз' is masculine.","СССР = Союз Советских Социалистических Республик. Wird nach den Regeln der Geschlechtsbestimmung von Abkürzungen als männliches Nomen verwendet, da ""Союз"" männlich ist.",,noun,B2,2020-01-01 00:00:00
1110,,вдоль,вдоль,,1088,0,https://openrussian.org/audio-shtooka/вдоль.mp3,This is a preposition and an adverb,чего? по чему?,,other,B2,2020-01-01 00:00:00
1124,,одновременно,одновре'менно,14136,1102,0,https://openrussian.org/audio-shtooka/одновременно.mp3,"Я учился в университете, и я работал одновременно.\nI was studying at university and working at the same time.",,,adverb,B2,2020-01-01 00:00:00
1159,,восемь,во'семь,,,0,https://openrussian.org/audio-shtooka/восемь.mp3,"Declension\nВосемь\nВосьми\nВосьми\nВосемь\nВосемью\nВосьми",,,other,A2,2020-01-01 00:00:00
1216,,платить,плати'ть,,1193,0,https://openrussian.org/audio-shtooka/платить.mp3,"Когда я плачу́, я пла́чу :'(",за что? за кого? по чему?,,verb,A2,2020-01-01 00:00:00
1233,,подождать,подожда'ть,,1210,0,https://openrussian.org/audio-shtooka/подождать.mp3,+ genitive case,кого? что?,,verb,B2,2020-01-01 00:00:00
1235,,внутри,внутри',,1212,0,https://openrussian.org/audio-shtooka/внутри.mp3,+ genitive,чего?,,other,B2,2020-01-01 00:00:00
1286,,народный,наро'дный,,1263,0,https://openrussian.org/audio-shtooka/народный.mp3,"1. people's\nНаро́дный суд  ― people's court\nнаро́дный судья́  ― judge in a people's court\n2. popular\nнаро́дное собра́ние ― popular meeting\n3. popular, folk, vernacular\nнаро́дная этимоло́гия ― folk etymology\n4. national\nнаро́дное хозя́йство ― national economy\n5. public",,,adjective,B2,2020-01-01 00:00:00
1336,,долг,долг,,1313,0,https://openrussian.org/audio-shtooka/долг.mp3,в/на долгу́,,,noun,B2,2020-01-01 00:00:00
1337,,настолько,насто'лько,,1314,0,https://openrussian.org/audio-shtooka/настолько.mp3,"so being emphasised as if saying ""so very""",,,other,B2,2020-01-01 00:00:00
1354,,навстречу,навстре'чу,,1331,0,https://openrussian.org/audio-shtooka/навстречу.mp3,+ dative case,,,other,B2,2020-01-01 00:00:00
1412,,кошка,ко'шка,,1389,0,https://openrussian.org/audio-shtooka/кошка.mp3,"кошка = female cat\nкот = male cat",,,noun,A2,2020-01-01 00:00:00
1420,,напротив,напро'тив,,1397,0,https://openrussian.org/audio-shtooka/напротив.mp3,+ genitive case,чего? кого?,,other,B2,2020-01-01 00:00:00
1446,,принадлежать,принадлежа'ть,,1423,0,https://openrussian.org/audio-shtooka/принадлежать.mp3,+ dative case,,,verb,B2,2020-01-01 00:00:00
1457,,болеть,боле'ть,,1434,0,https://openrussian.org/audio-shtooka/болеть.mp3,"У меня́ боли́т голова́ - I have a headache\nУ меня́ боли́т зуб - I have a toothache\nУ меня́ боли́т го́рло -  I have a sore throat\nУ меня болит живот - I have a tummy ache\nУ меня́ боля́т глаза́ - My eyes hurt\nУ меня́ боля́т но́ги - My legs ache",,,verb,A2,2020-01-01 00:00:00
1463,,пригласить,пригласи'ть,,1440,0,https://openrussian.org/audio-shtooka/пригласить.mp3,+ Accusative,кого?,,verb,B2,2020-01-01 00:00:00
1473,,всякая,вся'кая,,1450,0,,"used to imply that any sort, form, kind will do",,,adjective,B2,2020-01-01 00:00:00
1493,,вывод,вы'вод,,1470,0,https://openrussian.org/audio-shtooka/вывод.mp3,"استنتاج\nЭти слова могут являться синонимами в каком-либо контексте. Слово «вывод» используется с глаголом «сделать» или «прийти к» - сделать вывод, прийти к выводу. А слово «результат» используется с глаголом «достичь» - достичь результат. \nЭти слова имеют схожее значение, но разница в том, что результат может быть материальным, то есть тактильным. А вывод он всегда нематериальный, вывод в голове у человека, который этот вывод сделал.\nПримеры:\nОн пришёл к выводу, что сегодня не стоит выходить на",,,noun,B2,2020-01-01 00:00:00
1543,,основа,осно'ва,,1519,0,https://openrussian.org/audio-shtooka/основа.mp3,тональная основа для лица - tonal base for face (foundation cream),,,noun,B2,2020-01-01 00:00:00
1546,,повезти,повезти',,1522,0,https://openrussian.org/audio-shtooka/повезти.mp3,dative + повезло,,,verb,B2,2020-01-01 00:00:00
1584,,жениться,жени'ться,,1560,0,https://openrussian.org/audio-shtooka/жениться.mp3,"In Russian, ""жениться"" is used when talking about men or couples getting married. \nWhen talking about women, you should use ""выйти замуж"".\n\nverb + на + prepositional case",на ком?,,verb,B2,2020-01-01 00:00:00
1732,,варить,вари'ть,,1708,0,https://openrussian.org/audio-shtooka/варить.mp3,transitive verb,,,verb,C1,2020-01-01 00:00:00
1758,,интересовать,интересова'ть,,1734,0,https://openrussian.org/audio-shtooka/интересовать.mp3,+ instrumental case,кого?,,verb,C1,2020-01-01 00:00:00
1803,,коллега,колле'га,,1779,0,https://openrussian.org/audio-shtooka/коллега.mp3,Personal designation in which the natural gender dominates the grammatical gender!,"Personenbezeichnung, bei der das natürliche Geschlecht das grammatische Geschlecht dominiert!",,noun,C1,2020-01-01 00:00:00
1825,,удивляться,удивля'ться,,1801,0,,+D,кому? чему?,,verb,C1,2020-01-01 00:00:00
1844,,радоваться,ра'доваться,,1820,0,https://openrussian.org/audio-shtooka/радоваться.mp3,"if it's used without preposition, I requires dative case.",чему?,,verb,C1,2020-01-01 00:00:00
1881,,отличие,отли'чие,,1857,0,https://openrussian.org/audio-shtooka/отличие.mp3,в отличие от = unlike,в отличие от кого/чего?,,noun,C1,2020-01-01 00:00:00
1888,,сойти,сойти',,1864,0,https://openrussian.org/audio-shtooka/сойти.mp3,Она просто сошла с ума. She just went crazy,,,verb,C1,2020-01-01 00:00:00
1898,,батарея,батаре'я,,1874,0,https://openrussian.org/audio-shtooka/батарея.mp3,Equivalent to the British wall radiator - central heating,,,noun,C1,2020-01-01 00:00:00
1907,,произвести,произвести',,1883,0,https://openrussian.org/audio-shtooka/произвести.mp3,произвести́ на свет ― give birth to,,,verb,C1,2020-01-01 00:00:00
1945,,заняться,заня'ться,,1920,0,https://openrussian.org/audio-shtooka/заняться.mp3,instrumental case,,,verb,C1,2020-01-01 00:00:00
1972,,ощущать,ощуща'ть,,1947,0,https://openrussian.org/audio-shtooka/ощущать.mp3,+ instru.,что?,,verb,C1,2020-01-01 00:00:00
1987,,валить,вали'ть,,1962,0,,"""валить вину на"" means ""lay the blame on""",,,verb,C1,2020-01-01 00:00:00
1992,,благодаря,благодаря',,1967,0,,+ dative case,кому? чему?,,other,C1,2020-01-01 00:00:00
2000,,восторг,восто'рг,,1975,0,,в восторге（love),,,noun,C1,2020-01-01 00:00:00
2007,,надоесть,надое'сть,,1982,0,https://openrussian.org/audio-shtooka/надоесть.mp3,"+ dative case\n(мне) всё надоело - (I'm) sick of it",,,verb,C1,2020-01-01 00:00:00
2012,,запас,запа'с,,1987,0,https://openrussian.org/audio-shtooka/запас.mp3,Hint to remember: Sounds like capacity - запас,,,noun,C1,2020-01-01 00:00:00
2019,,добиться,доби'ться,,1994,0,https://openrussian.org/audio-shtooka/добиться.mp3,+ gen,чего?,,verb,C1,2020-01-01 00:00:00
2031,,памятник,па'мятник,,2006,0,https://openrussian.org/audio-shtooka/памятник.mp3,"who's the statue of?\nused with dative case",,,noun,C1,2020-01-01 00:00:00
2042,,везде,везде',,2017,0,https://openrussian.org/audio-shtooka/везде.mp3,"A few examples should make the differences between везде, всюду and повсюду a little clearer. Sandy\n\nЕму везде отказывали в кредите (in каждом месте).\nHe has been denied credit everywhere (wherever you go).\n\nКуда ни глянь, всюду шла война (вокруг).\nEverywhere you look there was war (all around).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nGarbage is scattered all over his house (in every conceivable place).","Einige Beispiele sollen die Unterschiede zwischen везде, всюду und повсюду etwas klarer machen, Sandy\n\nЕму везде отказывали в кредите (в каждом месте).\nIhm wurde überall (wohin man auch geht) Kredit verweigert.\n\nКуда ни глянь, всюду шла война (вокруг).\nÜberall, wo man hinschaut, war Krieg (rundherum).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nMüll ist überall in seinem Haus (an jeder Stelle) verstreut.",,other,A2,2020-01-01 00:00:00
2065,,медведь,медве'дь,,2040,0,https://openrussian.org/audio-shtooka/медведь.mp3,"он кто знает где мед - He who knows where the honey is\nмед - ведь",,,noun,C1,2020-01-01 00:00:00
2088,,прозрачный,прозра'чный,,2063,0,,"شفاف\nВода прозрачная",,,adjective,C1,2020-01-01 00:00:00
2108,,зимний,зи'мний,,2083,0,https://openrussian.org/audio-shtooka/зимний.mp3,"Adjective of зима, i.e. winter clothing.",,,adjective,C1,2020-01-01 00:00:00
2116,,путём,путём,,2091,0,,instrumental case of путь,,,other,C1,2020-01-01 00:00:00
2124,,плыть,плыть,,2099,0,https://openrussian.org/audio-shtooka/плыть.mp3,"плавать - multi directional \nплыть - uni directional","zielgerichtet : плыть\nnicht zielgerichtet : плавать",,verb,C1,2020-01-01 00:00:00
2172,,спускаться,спуска'ться,,2147,0,https://openrussian.org/audio-shtooka/спускаться.mp3,Я спускаюсь по лестнице - I go downstairs,,,verb,C1,2020-01-01 00:00:00
2193,,немало,нема'ло,4017,2168,0,,"The words много, мало, немного, немало, сколько, несколько are used with different grammatical cases depending whether the object is countable or not: With genitive plural with countables and genitive singular with non-countables.","Много, мало, немного, немало, сколько, несколько + Genitiv Plural mit Zählbarem und Genitiv Singular mit nicht Zählbarem.",,adverb,C1,2020-01-01 00:00:00
2195,,налить,нали'ть,,2170,0,https://openrussian.org/audio-shtooka/налить.mp3,"+Genetive case (part of the object)\n+Accusative case (the whole object)",что? куда?,,verb,C1,2020-01-01 00:00:00
2196,,обратный,обра'тный,,2171,0,https://openrussian.org/audio-shtooka/обратный.mp3,"обратный поезд - return train\nобратная сторона - reverse side\nобратная связь - feedback\nОбратное число - inverse number\nобратные кавычки - inverted quotes",,,adjective,C1,2020-01-01 00:00:00
2267,,производить,производи'ть,,2242,0,https://openrussian.org/audio-shtooka/производить.mp3,производи́ть на свет - give birth to,,,verb,C1,2020-01-01 00:00:00
2284,,разбитый,разби'тый,,2259,0,,مكسور,,,adjective,C1,2020-01-01 00:00:00
2286,,захотеться,захоте'ться,,2261,0,,impersonal construction,,,verb,C1,2020-01-01 00:00:00
2289,,повесить,пове'сить,,2264,0,https://openrussian.org/audio-shtooka/повесить.mp3,"This verb is about the physical process of hanging something up like a coat or a picture.  \nIt is not to be confused with висеть - повисеть which is about something that is already hanging/dangling.",,,verb,C1,2020-01-01 00:00:00
2338,,Костя,Ко'стя,,2313,0,,Short form for Константин,,,noun,C1,2020-01-01 00:00:00
2352,,ползти,ползти',,2327,0,https://openrussian.org/audio-shtooka/ползти.mp3,"часто, редко, каждый день ползти\nсейчас, завтра, один раз ползать","zielgerichtet : ползти\nnicht zielgerichtet : ползать",,verb,C1,2020-01-01 00:00:00
2392,,Константин,Константи'н,,2367,0,,Russian Name,,,noun,C1,2020-01-01 00:00:00
2401,,лекарство,лека'рство,,2376,0,,Я принимаю свое лекарство = I take my medicine,,,noun,C1,2020-01-01 00:00:00
2410,,ружьё,ружьё,,2385,0,,مسدس,,,noun,C1,2020-01-01 00:00:00
2473,,изучать,изуча'ть,,2448,0,https://openrussian.org/audio-shtooka/изучать.mp3,Я изучаю математику.,что? где?,,verb,C1,2020-01-01 00:00:00
2503,,отпуск,о'тпуск,,2478,0,https://openrussian.org/audio-shtooka/отпуск.mp3,"Time off work can be called ""leave"".  Note relationship to отпускать - to let go/leave.",,,noun,C1,2020-01-01 00:00:00
2534,,меж,меж,,2509,0,,This word is a preposition,,,other,C1,2020-01-01 00:00:00
2539,,приглашать,приглаша'ть,,2514,0,https://openrussian.org/audio-shtooka/приглашать.mp3,+ genitive,кого?,,verb,C1,2020-01-01 00:00:00
2542,,санкт,санкт,,2517,0,,Is actually a prefix and not a noun! Sandy,Ist eigentlich ein Präfix und kein Nomen!,,noun,C1,2020-01-01 00:00:00
2570,,пожалеть,пожале'ть,,2545,0,,يتحسف-regret о чем?,,,verb,C1,2020-01-01 00:00:00
2582,,плавать,пла'вать,,2557,0,https://openrussian.org/audio-shtooka/плавать.mp3,"плавать - multi directional \nплыть - uni directional","zielgerichtet : плыть\nnicht zielgerichtet : плавать",,verb,C1,2020-01-01 00:00:00
2613,,бочок,бочо'к,,2588,0,,Not to be confused with the diminutive of бо́чка -> бочо́нок! Sandy,Nicht verwechseln mit dem Diminutiv von бо́чка -> бочо́нок! Sandy,,noun,C1,2020-01-01 00:00:00
2694,,подвести,подвести',,2669,0,,"подвести воду - bring some water\nподвести мину - to mine/torpedo\nподвести итоги - to sum up\nподвести брови - to outline one's eyebrows (pencil one's eyebrows)",,,verb,C1,2020-01-01 00:00:00
2786,,засыпать,засы'пать,,2761,0,,засыпаю зёрна в кофемашину - I pour the beans into the coffee machine,,,verb,C1,2020-01-01 00:00:00
2791,,помимо,поми'мо,,2766,0,https://openrussian.org/audio-shtooka/помимо.mp3,+ genitive,чего?,,other,C1,2020-01-01 00:00:00
2810,,соответствовать,соотве'тствовать,,2785,0,https://openrussian.org/audio-shtooka/соответствовать.mp3,+ dative,чему?,,verb,C1,2020-01-01 00:00:00
2820,,слыхать,слыха'ть,,2795,0,,"Limited usage. In standard language, only used as infinitive or the past tense",что? о ком? о чём?,,verb,C1,2020-01-01 00:00:00
2826,,нормально,норма'льно,1134,2801,0,https://openrussian.org/audio-shtooka/нормально.mp3,"Is often used as an answer to ""как дела?""/""how are you?"" and basically means ""I'm fine"".","Wird häufig als Antwort auf ""как дела?""/""wie geht's?"" gegeben und bedeutet dann ""mir geht's gut"".",,adverb,A2,2020-01-01 00:00:00
2873,,походить,походи'ть,,2848,0,,+ на + Accusative,,,verb,C1,2020-01-01 00:00:00
2875,,превращаться,превраща'ться,,2850,0,https://openrussian.org/audio-shtooka/превращаться.mp3,+ в кого/что Accusative,во что?,,verb,C1,2020-01-01 00:00:00
2922,,триста,три'ста,,2897,0,https://openrussian.org/audio-shtooka/триста.mp3,"nominative: три́ста\ngenitive: трёхсот\ndative: трёмстам\naccusative: три́ста\ninstrumental: тремяста́ми\nprepositional: трёхстах",,,other,C1,2020-01-01 00:00:00
3007,,Украина,Украи'на,,2982,0,,"Used with на and с, not в and из",,,noun,C1,2020-01-01 00:00:00
3029,,жаркий,жа'ркий,,3004,0,https://openrussian.org/audio-shtooka/жаркий.mp3,"Of climate, the sun, etc.\nAlso to mean passionate",,,adjective,A2,2020-01-01 00:00:00
3146,,небось,небо'сь,,3121,0,,The word is derived from the contraction of не бо́йся (literally 'don't be afraid'). Sandy,Das Wort ist entstanden aus der Kontraktion von не бо́йся (wörtlich „Hab keine Angst...“). Sandy,,other,C1,2020-01-01 00:00:00
3235,,наполнить,напо'лнить,,3210,0,https://openrussian.org/audio-shtooka/наполнить.mp3,يملئ يترس. Чем ?,чем? что?,,verb,C2,2020-01-01 00:00:00
3254,,передо,пе'редо,,3229,0,,передо + instrumental case,кем? чем?,,other,C2,2020-01-01 00:00:00
3285,,таскать,таска'ть,,3260,0,https://openrussian.org/audio-shtooka/таскать.mp3,"Глагол действия.   Таскать - тащить\nЧасто, редко, каждый день таскать\nСейчас, завтра, тащить","zielgerichtet : тащить\nnicht zielgerichtet : таскать",,verb,C2,2020-01-01 00:00:00
3319,,общежитие,общежи'тие,,3294,0,https://openrussian.org/audio-shtooka/общежитие.mp3,Студенческое общежитие - Student dormitory,,,noun,C2,2020-01-01 00:00:00
3375,,всюду,всю'ду,,3350,0,https://openrussian.org/audio-shtooka/всюду.mp3,"A few examples should make the differences between везде, всюду and повсюду a little clearer. Sandy\n\nЕму везде отказывали в кредите (in каждом месте).\nHe has been denied credit everywhere (wherever you go).\n\nКуда ни глянь, всюду шла война (вокруг).\nEverywhere you look there was war (all around).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nGarbage is scattered all over his house (in every conceivable place).","Einige Beispiele sollen die Unterschiede zwischen везде, всюду und повсюду etwas klarer machen, Sandy\n\nЕму везде отказывали в кредите (в каждом месте).\nIhm wurde überall (wohin man auch geht) Kredit verweigert.\n\nКуда ни глянь, всюду шла война (вокруг).\nÜberall, wo man hinschaut, war Krieg (rundherum).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nMüll ist überall in seinem Haus (an jeder Stelle) verstreut.",,adverb,C2,2020-01-01 00:00:00
3471,,пешком,пешко'м,,3446,0,https://openrussian.org/audio-shtooka/пешком.mp3,Adverb,,,other,C2,2020-01-01 00:00:00
3505,,выжить,вы'жить,,3480,0,https://openrussian.org/audio-shtooka/выжить.mp3,Вы = Out,,,verb,C2,2020-01-01 00:00:00
3537,,учёт,учёт,,3512,0,,с учётом: taking into account,,,noun,C2,2020-01-01 00:00:00
3549,,награда,награ'да,,3524,0,https://openrussian.org/audio-shtooka/награда.mp3,in military context,,,noun,C2,2020-01-01 00:00:00
3550,,партнёр,партнёр,,3525,0,,"Cannot be used to describe a relationship (e.g. 'This is my partner, Mary')",,,noun,C2,2020-01-01 00:00:00
3571,,калитка,кали'тка,,3546,0,https://openrussian.org/audio-shtooka/калитка.mp3,Калитка - вход для людей,,,noun,C2,2020-01-01 00:00:00
3573,,торговать,торгова'ть,,3548,0,https://openrussian.org/audio-shtooka/торговать.mp3,+ instrumental,чем?,,verb,C2,2020-01-01 00:00:00
3578,,вица,ви'ца,,3553,0,,DO NOT CONFUSE WITH  ви̣це- = vice !!! Sandy,NICHT VERWECHSELN MIT ви̣це- = Vize- !!! Sandy,,noun,C2,2020-01-01 00:00:00
3639,,поверх,пове'рх,,3614,0,,+ родительный падеж,,,other,C2,2020-01-01 00:00:00
3706,,возить,вози'ть,,3681,0,https://openrussian.org/audio-shtooka/возить.mp3,"Возить is an abstract verb. Its counterpart, везти, is a concrete verb.","zielgerichtet : везти\nnicht zielgerichtet : возить",,verb,C2,2020-01-01 00:00:00
3711,,разбить,разби'ть,,3686,0,https://openrussian.org/audio-shtooka/разбить.mp3,يكسر شئ,что?,,verb,C2,2020-01-01 00:00:00
3717,,совершенный,соверше'нный,,3692,0,,Совершенно верно! That is right!,,,adjective,C2,2020-01-01 00:00:00
3753,,растение,расте'ние,,3728,0,https://openrussian.org/audio-shtooka/растение.mp3,ко́мнатное расте́ние - indoor plant,,,noun,C2,2020-01-01 00:00:00
3872,,заодно,заодно',,3847,0,,"Мы едем в магазин. А заодно хотим показать вам район, в котором мы живём. \nWe are going to the shop. And at the same time we want to show you the area where we live.",,,other,C2,2020-01-01 00:00:00
3917,,сдвинуть,сдви'нуть,,3892,0,,"""Сдвинь Брови"" - Иван Васильевич меняет профессию",что?,,verb,C2,2020-01-01 00:00:00
4065,,вестись,вести'сь,,4040,0,,Внимание: ведётся видеонаблюдение,,,verb,C2,2020-01-01 00:00:00
4098,,привлекать,привлека'ть,,4073,0,https://openrussian.org/audio-shtooka/привлекать.mp3,يجذب,кого?,,verb,C2,2020-01-01 00:00:00
4134,,метаться,мета'ться,,4109,0,,"Проснулся я от острой зубной боли. Я стал метаться по комнате, держась за левую щеку.",,,verb,C2,2020-01-01 00:00:00
4144,,сложённый,сложённый,,4119,0,,Not to be confused with сло́женный (past passive participle of сложи́ть).,Nicht zu verwechseln mit сло́женный (dem Partizip Perfekt Passiv von сложи́ть).,,adjective,C2,2020-01-01 00:00:00
4149,,кушать,ку'шать,,4124,0,https://openrussian.org/audio-shtooka/кушать.mp3,"Mainly in imperative, polite invitations to children. Never used of oneself.",,,verb,A2,2020-01-01 00:00:00
4150,,поворачивать,повора'чивать,,4125,0,https://openrussian.org/audio-shtooka/поворачивать.mp3,"Я поворачиваю ручку таймера - I turn the timer knob (i.e. on the microwave)\nЯ поворачиваю ручку управления - I turn the control knob (i.e. on the coffee machine)",,,verb,C2,2020-01-01 00:00:00
4190,,забраться,забра'ться,,4165,0,,где? куда?,куда?,,verb,C2,2020-01-01 00:00:00
4241,,повсюду,повсю'ду,,4216,0,,"A few examples should make the differences between везде, всюду and повсюду a little clearer. Sandy\n\nЕму везде отказывали в кредите (in каждом месте).\nHe has been denied credit everywhere (wherever you go).\n\nКуда ни глянь, всюду шла война (вокруг).\nEverywhere you look there was war (all around).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nGarbage is scattered all over his house (in every conceivable place).","Einige Beispiele sollen die Unterschiede zwischen везде, всюду und повсюду etwas klarer machen, Sandy\n\nЕму везде отказывали в кредите (в каждом месте).\nIhm wurde überall (wohin man auch geht) Kredit verweigert.\n\nКуда ни глянь, всюду шла война (вокруг).\nÜberall, wo man hinschaut, war Krieg (rundherum).\n\nВ его доме повсюду разбросан мусор (на каждом месте).\nMüll ist überall in seinem Haus (an jeder Stelle) verstreut.",,adverb,C2,2020-01-01 00:00:00
4323,,занавеска,занаве'ска,,4298,0,,"In the UK, 'занавеска' are 'net curtains', 'voiles' etc. They are lightweight, and transparent. They are not closed on a night. Don't confuse these with 'Шторы', which in the UK are the traditional full curtain, which are not transparent and are closed on a night.",,,noun,C2,2020-01-01 00:00:00
4424,,рельс,рельс,,4399,0,,This word can also be spelt ре́льса.,,,noun,C2,2020-01-01 00:00:00
4456,,кипеть,кипе'ть,,4431,0,,intransitive verb,,,verb,C2,2020-01-01 00:00:00
4586,,свалить,свали'ть,,4561,0,,"This word is often used to say ""blame,"" in the form of ""свалить вину"" (pile blame), or ""свалить все"" (pile everything).  Он свалил вину на меня.  (He blamed me.)",,,verb,C2,2020-01-01 00:00:00
4668,,вопреки,вопреки',,4643,0,https://openrussian.org/audio-shtooka/вопреки.mp3,This word is a preposition. Use with dative case.,чему?,,other,C2,2020-01-01 00:00:00
4693,,кпсс,кпсс,,4668,0,,КПСС means. Коммунистическая партия Советского Союза = Communist Party of the Soviet Union,,,noun,C2,2020-01-01 00:00:00
4708,,северо,северо,,4683,0,,used only in compound words like северо-восточный (north eastern),,,other,C2,2020-01-01 00:00:00
4744,,поделиться,подели'ться,,4719,0,https://openrussian.org/audio-shtooka/поделиться.mp3,+ instru.,чем? с кем?,,verb,C2,2020-01-01 00:00:00
4804,,ленинский,ле'нинский,,4779,0,,Pertaining to Lenin,,,adjective,C2,2020-01-01 00:00:00
4805,,связать,связа'ть,,4780,0,https://openrussian.org/audio-shtooka/связать.mp3,يربط,,,verb,C2,2020-01-01 00:00:00
4880,,худший,ху'дший,,4855,0,https://openrussian.org/audio-shtooka/худший.mp3,"Superlative degree of худо́й and плохо́й, frequently also used for comparative degree.","Superlativ von худо́й UND плохо́й, häufig auch für den Komparativ verwendet.",,adjective,C2,2020-01-01 00:00:00
4906,,пробка,про'бка,,4881,0,https://openrussian.org/audio-shtooka/пробка.mp3,Plug for bathroom sink - Пробка для ванны,,,noun,C2,2020-01-01 00:00:00
4912,,подводной,подводно'й,,4887,0,,"подводная лодка - субмарина\nAn underwater boat - submarine",,,adjective,C2,2020-01-01 00:00:00
5115,,поддаваться,поддава'ться,,5090,0,,Кто/что поддаваться чему.,,,verb,C2,2020-01-01 00:00:00
5138,,овладеть,овладе'ть,,5113,0,,+ instrumental,чем?,,verb,C2,2020-01-01 00:00:00
5144,,кура,ку'ра,,5119,0,,St Petersburg slang,,,noun,C2,2020-01-01 00:00:00
5155,,приподняться,приподня'ться,,5130,0,,Perfective,,,verb,C2,2020-01-01 00:00:00
5177,,преданный,пре'данный,,5152,0,https://openrussian.org/audio-shtooka/преданный.mp3,"This word can be used to mean two opposite things.  Describing a characteristic, it means ""devoted"" or ""loyal"".  Describing a feeling using the instrumental case, it means ""betrayed.""",,,adjective,C2,2020-01-01 00:00:00
5265,,рф,рф,,5240,0,,Российская Федерация,,,other,,2020-01-01 00:00:00
5284,,удариться,уда'риться,,5259,0,,(+ Instrumental case),,,verb,,2020-01-01 00:00:00
5292,,сражаться,сража'ться,,5267,0,,Physically fighting,с кем?,,verb,,2020-01-01 00:00:00
5347,,вешать,ве'шать,,5322,0,https://openrussian.org/audio-shtooka/вешать.mp3,"This verb is about the physical process of hanging something up like a coat or a picture.  \nIt is not to be confused with висеть - повисеть which is about something that is already hanging/dangling.",,,verb,,2020-01-01 00:00:00
5352,,никитина,ники'тина,,5327,0,,"Proper name, should actually be capitalized! Sandy","Eigenname, gehört eigentlich groß geschrieben! Sandy",,noun,,2020-01-01 00:00:00
5448,,гимназия,гимна'зия,,5423,0,,"гимназия = Russian secondary school for bright children. Children pass a test, and the schooling is free. Equivalent to the UK grammar school.",,,noun,,2020-01-01 00:00:00
5670,,намереваться,намерева'ться,,5645,0,,perfective form: наме́риться,,,verb,,2020-01-01 00:00:00
5822,,лестничный,ле'стничный,,5797,0,,лестничная площадка - staircase landing,,,adjective,,2020-01-01 00:00:00
5827,,послужить,послужи'ть,,5802,0,,+ dative,кому? для чего? чем?,,verb,,2020-01-01 00:00:00
5893,,дитя,дитя',,5868,0,,"dated or poetic word, also used ironically or in smiles. For the plural (дети) see *ребёнок*.",,,noun,,2020-01-01 00:00:00
6063,,сварить,свари'ть,,6038,0,https://openrussian.org/audio-shtooka/сварить.mp3,transitive verb,,,verb,,2020-01-01 00:00:00
6155,,дверной,дверно'й,,6130,0,,"дверной замок - door lock\nдверная ручка - door knob/handle",,,adjective,,2020-01-01 00:00:00
6209,,пучок,пучо'к,,6184,0,https://openrussian.org/audio-shtooka/пучок.mp3,"In relation to hairstyles, this is the term for the classic 'up-do' or hair bun/knot style",,,noun,,2020-01-01 00:00:00
6231,,боеприпас,боеприпа'с,,6206,0,,usually used in the plural. боеприпасы,,,noun,,2020-01-01 00:00:00
6316,,пушкинский,пу'шкинский,,6291,0,,referring to Alexander Pushkin.,,,adjective,,2020-01-01 00:00:00
