id,position,bare,accented,derived_from_word_id,rank,disabled,audio,usage_en,usage_de,number_value,type,level,created_at
488,,лучший,лу'чший,116,469,0,https://openrussian.org/audio-shtooka/лучший.mp3,желать лу́чшего: much to be desired,,,adjective,B1,2020-01-01 00:00:00
489,,зуб,зуб,,470,0,https://openrussian.org/audio-shtooka/зуб.mp3,не по зубам: not in the teeth,,,noun,B1,2020-01-01 00:00:00
492,,поехать,пое'хать,,473,0,https://openrussian.org/audio-shtooka/поехать.mp3,unidirectional verbs of motion,куда?,,verb,B1,2020-01-01 00:00:00
499,,ход,ход,,480,0,https://openrussian.org/audio-shtooka/ход.mp3,"locative - в ходу́, на ходу́ = when we want to refer toa  specific moment\nВ ходе:  during + genitive",,,noun,B1,2020-01-01 00:00:00
503,,уметь,уме'ть,,484,0,https://openrussian.org/audio-shtooka/уметь.mp3,"+ dative\nУметь is to be able to do something as a result of having the knowledge to do so, as compared to Мочь.",что делать?,,verb,B1,2020-01-01 00:00:00
504,,данный,да'нный,,485,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_d6278769d98d0369e307f41a411d4bb5.mp3,по данным : according to,,,adjective,B1,2020-01-01 00:00:00
505,,необходимый,необходи'мый,,486,0,https://openrussian.org/audio-shtooka/необходимый.mp3,"To understand the meaning of this word consider the following:\nОбходить - Обойти - to avoid/go around an object\nОбходимый - avoidable\nНеобходимый - unavoidable",,,adjective,B1,2020-01-01 00:00:00
506,,глава,глава',,487,0,https://openrussian.org/audio-shtooka/глава.mp3,во главе́ с : headed by,,,noun,B1,2020-01-01 00:00:00
513,,добрый,до'брый,,494,0,https://openrussian.org/audio-shtooka/добрый.mp3,добрая воля:  goodwill,,,adjective,B1,2020-01-01 00:00:00
515,,заниматься,занима'ться,,496,0,https://openrussian.org/audio-shtooka/заниматься.mp3,+ instrumental case,кем? чем?,,verb,B1,2020-01-01 00:00:00
516,,вполне,вполне',,497,0,https://openrussian.org/audio-shtooka/вполне.mp3,adverb,,,other,B1,2020-01-01 00:00:00
519,,гора,гора',,500,0,https://openrussian.org/audio-shtooka/гора.mp3,за горами: beyond the mountains,,,noun,B1,2020-01-01 00:00:00
523,,едва,едва',,504,0,https://openrussian.org/audio-shtooka/едва.mp3,едва не: almost,,,other,B1,2020-01-01 00:00:00
528,,возле,во'зле,,509,0,https://openrussian.org/audio-shtooka/возле.mp3,+ genitive case.,чего? кого?,,other,B1,2020-01-01 00:00:00
531,,основной,основно'й,,512,0,https://openrussian.org/audio-shtooka/основной.mp3,в основном: mainly,"В основном - hauptsächlich, massgeblich, vor allem",,adjective,B1,2020-01-01 00:00:00
534,,боль,боль,,515,0,https://openrussian.org/audio-shtooka/боль.mp3,feminine,чего? от чего?,,noun,B1,2020-01-01 00:00:00
539,,число,число',,520,0,https://openrussian.org/audio-shtooka/число.mp3,"в том числе́: including\nцелое число: integer","в том числе́ - einschließlich, darunter",,noun,B1,2020-01-01 00:00:00
540,,цель,цель,,521,0,https://openrussian.org/audio-shtooka/цель.mp3,с целью: for the purpose,,,noun,B1,2020-01-01 00:00:00
550,,удаться,уда'ться,,531,0,https://openrussian.org/audio-shtooka/удаться.mp3,+dative,кому? сделать что?,,verb,B1,2020-01-01 00:00:00
553,,около,о'коло,,534,0,https://openrussian.org/audio-shtooka/около.mp3,+ genitive,кого? чего?,,other,B1,2020-01-01 00:00:00
562,,прежний,пре'жний,,543,0,https://openrussian.org/audio-shtooka/прежний.mp3,по-прежнему: still,,,adjective,B1,2020-01-01 00:00:00
567,,волос,во'лос,,548,0,https://openrussian.org/audio-shtooka/волос.mp3,used mainly in plural = во́лосы.,,,noun,B1,2020-01-01 00:00:00
571,,представлять,представля'ть,,552,0,https://openrussian.org/audio-shtooka/представлять.mp3,представлять себе(v): imagine,что? кому?,,verb,B1,2020-01-01 00:00:00
583,,прежде,пре'жде,,564,0,https://openrussian.org/audio-shtooka/прежде.mp3,прежде всего: first of all,,,other,B1,2020-01-01 00:00:00
585,,встреча,встре'ча,,566,0,https://openrussian.org/audio-shtooka/встреча.mp3,"до встре́чи = goodbye, see you again",,,noun,B1,2020-01-01 00:00:00
588,,однажды,одна'жды,,569,0,https://openrussian.org/audio-shtooka/однажды.mp3,Adverb,,,other,B1,2020-01-01 00:00:00
595,,сквозь,сквозь,,576,0,https://openrussian.org/audio-shtooka/сквозь.mp3,+ accusative. To describe passing through something with more resistance while сквозь to describe passing through something with less resistance,что?,,other,B1,2020-01-01 00:00:00
596,,сообщить,сообщи'ть,,577,0,https://openrussian.org/audio-shtooka/сообщить.mp3,Как сообщил: as reported,кому? о чём? что?,,verb,B1,2020-01-01 00:00:00
603,,мимо,ми'мо,,584,0,https://openrussian.org/audio-shtooka/мимо.mp3,+genitive case,чего?,,other,B1,2020-01-01 00:00:00
617,,деревня,дере'вня,,598,0,https://openrussian.org/audio-shtooka/деревня.mp3,"Usually село́ refers to a larger village with a church, while дере́вня means a smaller village without a church. Sandy","Normalerweise bezieht sich село́ meist auf ein größeres Dorf mit einer Kirche, während mit дере́вня ein kleineres Dorf gemeint ist. \n\nHistorisch wurde folgende Trennung vorgenommen: меньше 1000 людей – это деревня, больше – село. Quelle: http://tuganaylar.ru/news/novosti/otlichie-sela-ot-derevni-istoricheskie-fakty-i-etimologiya\nSandy\n\nдерёвня -- (ugs) Dorftrottel, Bauerntrampel, Tölpel, siehe dort.",,noun,A2,2020-01-01 00:00:00
619,,улыбаться,улыба'ться,,600,0,https://openrussian.org/audio-shtooka/улыбаться.mp3,+dative,кому?,,verb,B1,2020-01-01 00:00:00
620,,почувствовать,почу'вствовать,,601,0,https://openrussian.org/audio-shtooka/почувствовать.mp3,+ instrumental,,,verb,B1,2020-01-01 00:00:00
624,,нравиться,нра'виться,,605,0,https://openrussian.org/audio-shtooka/нравиться.mp3,"the person who likes - takes the dative case...\nОн мне нравится ― I like him.\nЯ им нравлюсь ― They like me.",кому? кто? что? что делать?,,verb,A2,2020-01-01 00:00:00
626,1,больной,больно'й,,607,0,https://openrussian.org/audio-shtooka/больной.mp3,"Can also mean a patient, or a sick person.",,,adjective,B1,2020-01-01 00:00:00
627,,ум,ум,,608,0,https://openrussian.org/audio-shtooka/ум.mp3,"несколько слов, которые приходят мне на ум...\nA few words that come to my mind...",,,noun,B1,2020-01-01 00:00:00
628,,менее,ме'нее,,609,0,https://openrussian.org/audio-shtooka/менее.mp3,тем не менее: nevertheless,,,other,B1,2020-01-01 00:00:00
638,,всякий,вся'кий,,619,0,https://openrussian.org/audio-shtooka/всякий.mp3,"На всякий случай - Just in case\nВсякий раз - whenever",,,adjective,B1,2020-01-01 00:00:00
642,,сто,сто,,623,0,https://openrussian.org/audio-shtooka/сто.mp3,"nominative: сто\ngenitive: ста, сот\ndative: ста, стам\naccusative: сто\ninstrumental: ста, ста́ми\nprepositional: ста, стах",,,other,B1,2020-01-01 00:00:00
648,,принимать,принима'ть,,629,0,https://openrussian.org/audio-shtooka/принимать.mp3,принимать участие: participating,что? кого?,,verb,B1,2020-01-01 00:00:00
656,,двое,дво'е,,637,0,https://openrussian.org/audio-shtooka/двое.mp3,"nominative: дво́е\ngenitive: двои́х\ndative: двои́м\naccusative: дво́е / двои́х\ninstrumental: двои́ми\nprepositional: двои́х","Deklination: дво́е, двои́х, двои́м, дво́е, двои́ми, двои́х",,other,B1,2020-01-01 00:00:00
658,,счёт,счёт,,639,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_330aa14cd6a6808ef2bad3b6600055cd.mp3,"за счет: at the expense, due to, at the cost",,,noun,A1,2020-01-01 00:00:00
662,,оружие,ору'жие,,643,0,https://openrussian.org/audio-shtooka/оружие.mp3,Plural form almost never used,,,noun,B1,2020-01-01 00:00:00
667,,требовать,тре'бовать,,648,0,https://openrussian.org/audio-shtooka/требовать.mp3,Verb + genitive case.,что? чего? от кого?,,verb,B1,2020-01-01 00:00:00
668,,бой,бой,,649,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_5e32e8423939f6a82a518f5a2d0b76e1.mp3,"The word has two prepositional case variants: a locative form - ""в бою́"", and a descriptive form - ""о бо́е"", ""знать толк в бо́е"".",,,noun,B1,2020-01-01 00:00:00
669,,качество,ка'чество,,650,0,https://openrussian.org/audio-shtooka/качество.mp3,"""в ка́честве"" + genitive case: as",,,noun,B1,2020-01-01 00:00:00
670,,смеяться,смея'ться,,651,0,https://openrussian.org/audio-shtooka/смеяться.mp3,+dative,над кем? над чем?,,verb,B1,2020-01-01 00:00:00
676,,прислать,присла'ть,,657,0,https://openrussian.org/audio-shtooka/прислать.mp3,"Unlike послать, прислать implies sent and received.",что? кому?,,verb,B1,2020-01-01 00:00:00
684,,столько,сто'лько,,665,0,https://openrussian.org/audio-shtooka/столько.mp3,"столько, сколько - as much as + genitive\nCегодня утром дорога от дома до метро стоила столько, сколько обычно стоит дорога от дома до моей работы. Дорого!\n\nИм. сто́лько\nР. сто́льких\nД. сто́льким \nВ. одуш - сто́льких или сто́лько.  неод - сто́лько\nТв. сто́лькими\nПр. сто́льких",,,adjective,B2,2020-01-01 00:00:00
685,,возвращаться,возвраща'ться,,666,0,https://openrussian.org/audio-shtooka/возвращаться.mp3,this word is a reflexive ending of возвращать,,,verb,B2,2020-01-01 00:00:00
689,,оказываться,ока'зываться,,670,0,https://openrussian.org/audio-shtooka/оказываться.mp3,+instrumental,,,verb,B2,2020-01-01 00:00:00
705,,половина,полови'на,,685,0,https://openrussian.org/audio-shtooka/половина.mp3,In spoken Russian полови́на can be replaced by полпервого,чего?,,noun,B2,2020-01-01 00:00:00
718,,течение,тече'ние,,698,0,https://openrussian.org/audio-shtooka/течение.mp3,"в тече́ние = During, within, throughout, for. Ex: которое сохраняется в течение пары месяцев - which persists for a couple of months\nС течением времени: Through the flow of time (rough translation) - Overtime (English phrase)\nв тече́ние часа - within the hour, during the course of one hour",,,noun,B2,2020-01-01 00:00:00
720,,получиться,получи'ться,,700,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_fbea9e8c8b2d23b87994073daeb2e44f.mp3,получи́лось провести: have been held,,,verb,B2,2020-01-01 00:00:00
721,,помочь,помо'чь,,701,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_332b78eb407a715605e74391e6a1b4e8.mp3,+ Dative case,кому? чем?  в чём? (с чем?),,verb,A1,2020-01-01 00:00:00
728,,поздний,по'здний,,708,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_5a843ee2039db54f0167959fc27d2819.mp3,It is pronounced incorrectly here,,,adjective,B2,2020-01-01 00:00:00
731,,граница,грани'ца,,711,0,https://openrussian.org/audio-shtooka/граница.mp3,за грани́цу Go abroad,,,noun,B2,2020-01-01 00:00:00
738,,шесть,шесть,,,0,https://openrussian.org/audio-shtooka/шесть.mp3,"nominative: шесть\ngenitive: шести́\ndative: шести́\naccusative: шесть\ninstrumental: шестью́\nprepositional: шести́",,,other,A2,2020-01-01 00:00:00
749,,правило,пра'вило,,728,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_47130bee64c1901c431c76708568ad66.mp3,Как правило: as a rule,,,noun,B2,2020-01-01 00:00:00
752,,придтись,придти'сь,,731,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_0e154415e64c14f8e36dc688e118c9e4.mp3,Alternative form of прийти́сь,"""придтись"" ist eine alternative Schreibweise von ""прийтись""",,verb,B2,2020-01-01 00:00:00
758,,звук,звук,,737,0,https://openrussian.org/audio-shtooka/звук.mp3,Also. Mute on audio calls.,,,noun,B2,2020-01-01 00:00:00
763,,чай,чай,,742,0,https://openrussian.org/audio-shtooka/чай.mp3,"The partitive variant is preferred with verbs: выпить чаю, výpit' cháyu, ""to have a drink of tea"". The genitive variant is used more frequently when the mass noun is modified by an adjective: чашка горячего чая cháshka goryáchevo cháya, ""a cup of hot tea"".",,,noun,A1,2020-01-01 00:00:00
789,,тип,тип,,768,0,https://openrussian.org/audio-shtooka/тип.mp3,типа того: sort of,,,noun,B2,2020-01-01 00:00:00
793,,суд,суд,,772,0,https://openrussian.org/audio-shtooka/суд.mp3,"На нет и суда нет!\nThere is no judgement for ""no"". \nRussian saying for when you have to reconcile over the absence of something or when there is nothing to be done. Something like a ""no is a no""",,,noun,B2,2020-01-01 00:00:00
795,,выход,вы'ход,,774,0,https://openrussian.org/audio-shtooka/выход.mp3,на выходе : at the output,,,noun,A2,2020-01-01 00:00:00
796,,дед,дед,,775,0,https://openrussian.org/audio-shtooka/дед.mp3,Дед Мороз: santa claus,,,noun,B2,2020-01-01 00:00:00
797,,лоб,лоб,,776,0,https://openrussian.org/audio-shtooka/лоб.mp3,В/На лбу,,,noun,B2,2020-01-01 00:00:00
809,,связанный,свя'занный,,788,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7681c8d99a9b951292ad65336101d0a4.mp3,не свя́занных: unrelated,,,adjective,B2,2020-01-01 00:00:00
810,,мнение,мне'ние,,789,0,https://openrussian.org/audio-shtooka/мнение.mp3,по мне́нию: according to + genitive,,,noun,B2,2020-01-01 00:00:00
811,,впереди,впереди',,790,0,https://openrussian.org/audio-shtooka/впереди.mp3,+ genitive,,,other,B2,2020-01-01 00:00:00
827,,служить,служи'ть,,806,0,https://openrussian.org/audio-shtooka/служить.mp3,"Use dative case when meaning ""serve someone""",кому? для чего? чем?,,verb,B2,2020-01-01 00:00:00
832,,баба,ба'ба,,811,0,https://openrussian.org/audio-shtooka/баба.mp3,generally means woman as well as other colloquial uses,,,noun,B2,2020-01-01 00:00:00
833,,нечего,не'чего,,812,0,https://openrussian.org/audio-shtooka/нечего.mp3,"Им. 	—\nР. 	не́чего\nД. 	не́чему\nВ. 	 —\nТв. 	не́чем\nПр. не́ о чем","нечего / нечему	/ нечего	 / нечем	 / не о чем",,other,B2,2020-01-01 00:00:00
839,,называться,называ'ться,,818,0,https://openrussian.org/audio-shtooka/называться.mp3,+ instrumental,,,verb,B2,2020-01-01 00:00:00
845,,обнаружить,обнару'жить,,824,0,https://openrussian.org/audio-shtooka/обнаружить.mp3,To find out,кого? что?,,verb,B2,2020-01-01 00:00:00
852,,подходить,подходи'ть,,831,0,https://openrussian.org/audio-shtooka/подходить.mp3,Подхожу к столу - I approach the table/go up to the table,к кому? к чему?,,verb,B2,2020-01-01 00:00:00
853,,горячий,горя'чий,,832,0,https://openrussian.org/audio-shtooka/горячий.mp3,"Hot to the touch.\nAlso to mean passionate, heated (feelings, arguments)",,,adjective,B2,2020-01-01 00:00:00
860,,зато,зато',,839,0,https://openrussian.org/audio-shtooka/зато.mp3,After зато we say something positive & never negative,,,other,B2,2020-01-01 00:00:00
866,,нести,нести',,845,0,https://openrussian.org/audio-shtooka/нести.mp3,"(1) Нести and понести are concrete verbs.\n(2) Нести́ unidirectional verb of motion =>, peer носи́ть multidirectional verb <=>\n(3) Different from  везти/возить => It talks about a delivery with a unspecific purpose","zielgerichtet : нести\nnicht zielgerichtet : носить",,verb,B2,2020-01-01 00:00:00
880,1,повод,по'вод,,859,0,https://openrussian.org/audio-shtooka/повод.mp3,по поводу (+ genitive case): about/ along,давать повод - veranlassen,,noun,B2,2020-01-01 00:00:00
891,,цвет,цвет,,870,0,https://openrussian.org/audio-shtooka/цвет.mp3,"Don't confuse this word with flower which is very similar (sing. цвето́к; pl. цветы́).",,,noun,B2,2020-01-01 00:00:00
899,,бок,бок,,878,0,https://openrussian.org/audio-shtooka/бок.mp3,"It has a locative case (в, на) боку'",,,noun,B2,2020-01-01 00:00:00
904,,удивиться,удиви'ться,,883,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_941dc2d99dbd3e91c627bf4df152e31c.mp3,used with dative,кому? чему?,,verb,B2,2020-01-01 00:00:00
905,,средний,сре'дний,,884,0,https://openrussian.org/audio-shtooka/средний.mp3,в среднем:  on average,,,adjective,B2,2020-01-01 00:00:00
920,,обратно,обра'тно,,899,0,https://openrussian.org/audio-shtooka/обратно.mp3,Я кладу обратно книгу = I am putting the book back (i.e. on the shelf lying down),,,other,B2,2020-01-01 00:00:00
923,,неужели,неуже'ли,,902,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_9518fdbd7dd819ad055d72bb98c85f5f.mp3,Word created from не (“not”) + уже (“already”) + ли (interrogative particle).,,,other,B2,2020-01-01 00:00:00
925,,проводить,проводи'ть,,904,0,https://openrussian.org/audio-shtooka/проводить.mp3,"This verb is actually 2 different verbs at the same time. The verb pairs are:\nпровести́ (perfective), проводи́ть (imperfective)\nпроводи́ть (perfective), провожа́ть (imperfective)",кого? что?,,verb,B2,2020-01-01 00:00:00
938,,дым,дым,,917,0,https://openrussian.org/audio-shtooka/дым.mp3,"Нет дыма без огня. (Russian proverb)\nThere is no smoke without fire (огонь).",Partitiv: ды'му,,noun,B2,2020-01-01 00:00:00
941,,позвонить,позвони'ть,,920,0,https://openrussian.org/audio-shtooka/позвонить.mp3,+ dative,,,verb,B2,2020-01-01 00:00:00
943,,ради,ра'ди,,922,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_e30c153b3a946f1552092e29d7c3a1d2.mp3,+ genitive case,"кого? чего?\nради чего? -- Wozu? Wofür?",,other,B2,2020-01-01 00:00:00
945,,приказать,приказа'ть,,924,0,https://openrussian.org/audio-shtooka/приказать.mp3,+dative,что? кому?,,verb,B2,2020-01-01 00:00:00
946,,прямой,прямо'й,,925,0,https://openrussian.org/audio-shtooka/прямой.mp3,прямой эфир: live broadcast/ the air,,,adjective,B2,2020-01-01 00:00:00
952,,ночной,ночно'й,,931,0,https://openrussian.org/audio-shtooka/ночной.mp3,Dene,,,adjective,B2,2020-01-01 00:00:00
954,,носить,носи'ть,,933,0,https://openrussian.org/audio-shtooka/носить.mp3,"(1) Different from  везти/возить => It talks about a delivery with a unspecific purpose\n(2) носи́ть multidirectional verb <=>, peer нести́ unidirectional verb =>",что?,,verb,B2,2020-01-01 00:00:00
957,,плакать,пла'кать,,936,0,https://openrussian.org/audio-shtooka/плакать.mp3,"Когда я плачу́, я пла́чу",от чего?,,verb,B2,2020-01-01 00:00:00
959,,мешать,меша'ть,,938,0,https://openrussian.org/audio-shtooka/мешать.mp3,+ dative,,,verb,B2,2020-01-01 00:00:00
966,,учитель,учи'тель,,944,0,https://openrussian.org/audio-shtooka/учитель.mp3,Names of professions and some other words can also be used collectively => genitive singular still consider as plural in some cases Дом учителя = Teachers club,,,noun,B2,2020-01-01 00:00:00
986,,касаться,каса'ться,,964,0,https://openrussian.org/audio-shtooka/касаться.mp3,"Что касается: As for/ with respect to\n\n+ падеж 2",кого? чего?,,verb,B2,2020-01-01 00:00:00
993,,начало,нача'ло,,971,0,https://openrussian.org/audio-shtooka/начало.mp3,в самом начале: at the very beginning,,,noun,B2,2020-01-01 00:00:00
996,,несмотря,несмотря',,974,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_f5f3d0ff839eee0ccdc739050f1a201f.mp3,Несмотря на + accusative,на что?,,other,B2,2020-01-01 00:00:00
1003,,срок,срок,,981,0,https://openrussian.org/audio-shtooka/срок.mp3,"сроки хранения: shelf life\nна длительный срок: for a long time",,,noun,B2,2020-01-01 00:00:00
1011,,курс,курс,,989,0,https://openrussian.org/audio-shtooka/курс.mp3,в курсе: up to date,,,noun,B2,2020-01-01 00:00:00
1013,,состав,соста'в,,991,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_34b722c04a1a100dd7edf41e92af1343.mp3,в состав: as a part/ as a member/ into the composition,"входи́ть в состáв - gehören zu\nчи́сленный состáв áрмии - Stärke einer Armee",,noun,B2,2020-01-01 00:00:00
1016,,лететь,лете'ть,,994,0,https://openrussian.org/audio-shtooka/лететь.mp3,летать (multi way) - лететь (one way),"zielgerichtet : лететь\nnicht zielgerichtet : летать",,verb,B2,2020-01-01 00:00:00
1019,,крайний,кра'йний,,997,0,https://openrussian.org/audio-shtooka/крайний.mp3,по крайней мере: at least,"по крайней мере  - zumindest, wenigstens, mindestens",,adjective,B2,2020-01-01 00:00:00
1032,,напоминать,напомина'ть,,1010,0,https://openrussian.org/audio-shtooka/напоминать.mp3,+dative,кому? о чём?,,verb,B2,2020-01-01 00:00:00
1056,,детство,де'тство,,1034,0,https://openrussian.org/audio-shtooka/детство.mp3,В детстве: as a child,,,noun,B2,2020-01-01 00:00:00
1065,,трое,тро'е,,1043,0,https://openrussian.org/audio-shtooka/трое.mp3,"nominative: тро́е\ngenitive: трои́х\ndative: трои́м\naccusative: тро́е / трои́х\ninstrumental: трои́ми\nprepositional: трои́х",,,other,B2,2020-01-01 00:00:00
1072,,отказаться,отказа'ться,,1050,0,https://openrussian.org/audio-shtooka/отказаться.mp3,+ dative,от чего?,,verb,B2,2020-01-01 00:00:00
1078,,степень,сте'пень,,1056,0,https://openrussian.org/audio-shtooka/степень.mp3,"в высшей степени\nни в какой степени\nни в малейшей степени",,,noun,B2,2020-01-01 00:00:00
1080,,СССР,СССР,,1058,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_a9267d90a1c9ebadccf3d2b582b82004.mp3,"СССР = Союз Советских Социалистических Республик. It is used as a masculine noun according to the rules of determining the gender of abbreviations, since 'Союз' is masculine.","СССР = Союз Советских Социалистических Республик. Wird nach den Regeln der Geschlechtsbestimmung von Abkürzungen als männliches Nomen verwendet, da ""Союз"" männlich ist.",,noun,B2,2020-01-01 00:00:00
1087,,предлагать,предлага'ть,,1065,0,https://openrussian.org/audio-shtooka/предлагать.mp3,+ дательный падеж 3,кому? что?,,verb,B2,2020-01-01 00:00:00
1095,,студент,студе'нт,,1073,0,https://openrussian.org/audio-shtooka/студент.mp3,Ученик is for high school students.  If you are talking about some who attends university then use студент,,,noun,B2,2020-01-01 00:00:00
1110,,вдоль,вдоль,,1088,0,https://openrussian.org/audio-shtooka/вдоль.mp3,This is a preposition and an adverb,чего? по чему?,,other,B2,2020-01-01 00:00:00
1124,,одновременно,одновре'менно,14136,1102,0,https://openrussian.org/audio-shtooka/одновременно.mp3,"Я учился в университете, и я работал одновременно.\nI was studying at university and working at the same time.",,,adverb,B2,2020-01-01 00:00:00
1136,,направление,направле'ние,,1114,0,https://openrussian.org/audio-shtooka/направление.mp3,в направле́нии: in the direction of + genitive,,,noun,B2,2020-01-01 00:00:00
1155,,пользоваться,по'льзоваться,,1133,0,https://openrussian.org/audio-shtooka/пользоваться.mp3,+Instrumental,чем?,,verb,B2,2020-01-01 00:00:00
1159,,восемь,во'семь,,,0,https://openrussian.org/audio-shtooka/восемь.mp3,"Declension\nВосемь\nВосьми\nВосьми\nВосемь\nВосемью / восьмью\nВосьми",,,other,A2,2020-01-01 00:00:00
1172,,наблюдать,наблюда'ть,,1149,0,https://openrussian.org/audio-shtooka/наблюдать.mp3,наблюдать + за + noun (in the instrumental case),за кем? за чем?,,verb,B2,2020-01-01 00:00:00
1203,,состоять,состоя'ть,,1180,0,https://openrussian.org/audio-shtooka/состоять.mp3,to consist of из,из чего? из кого? в чём?,,verb,B2,2020-01-01 00:00:00
1209,,понравиться,понра'виться,,1186,0,https://openrussian.org/audio-shtooka/понравиться.mp3,"Conjugate as per the object being liked, not the subject doing the liking.\nE.G.: Они мне нравятся. - 'they' are being liked by 'me', and as such the verb is conjugated in the они́ form.",кому?,,verb,B2,2020-01-01 00:00:00
1216,,платить,плати'ть,,1193,0,https://openrussian.org/audio-shtooka/платить.mp3,"Когда я плачу́, я пла́чу :'(",за что? за кого? по чему? чем?,,verb,A2,2020-01-01 00:00:00
1230,,наиболее,наибо'лее,,1207,0,https://openrussian.org/audio-shtooka/наиболее.mp3,The superlative adverb,,,other,B2,2020-01-01 00:00:00
1233,,подождать,подожда'ть,,1210,0,https://openrussian.org/audio-shtooka/подождать.mp3,+ accusative case,кого? что?,,verb,B2,2020-01-01 00:00:00
1234,,ближайший,ближа'йший,,1211,0,https://openrussian.org/audio-shtooka/ближайший.mp3,в ближайшие: in the coming,,,adjective,B2,2020-01-01 00:00:00
1235,,внутри,внутри',,1212,0,https://openrussian.org/audio-shtooka/внутри.mp3,+ genitive,чего?,,other,B2,2020-01-01 00:00:00
1249,,считаться,счита'ться,,1226,0,https://openrussian.org/audio-shtooka/считаться.mp3,+instrumental,,,verb,B2,2020-01-01 00:00:00
1276,,учить,учи'ть,,1253,0,https://openrussian.org/audio-shtooka/учить.mp3,"Я учу математику - I am learning maths (to learn something in particular + accusative)\nЯ вчера учила новые слова - Yesterday, I learnt new words\n\nЯ учу ученика - I am teaching a student (to teach something to somebody + accusative animate/dative)\nМой брат учил меня кататься на велосипеде - my brother taught me to ride a bike",,,verb,A2,2020-01-01 00:00:00
1282,,ездить,е'здить,,1259,0,https://openrussian.org/audio-shtooka/ездить.mp3,multidirectional verbs of motion,на чём? куда?,,verb,B2,2020-01-01 00:00:00
1286,,народный,наро'дный,,1263,0,https://openrussian.org/audio-shtooka/народный.mp3,"1. people's\nНаро́дный суд  ― people's court\nнаро́дный судья́  ― judge in a people's court\n2. popular\nнаро́дное собра́ние ― popular meeting\n3. popular, folk, vernacular\nнаро́дная этимоло́гия ― folk etymology\n4. national\nнаро́дное хозя́йство ― national economy\n5. public",,,adjective,B2,2020-01-01 00:00:00
1290,,участие,уча'стие,,1267,0,https://openrussian.org/audio-shtooka/участие.mp3,принять участие: take part in,,,noun,B2,2020-01-01 00:00:00
1306,,нечто,не'что,,1283,0,https://s3.eu-central-1.amazonaws.com/openrussian/audio/yandex-cache/md5_7a60a027ec41ad96587a9f1674ab0b48.mp3,"Им. не́что\nР. 	—\nД. 	—\nВ. 	не́что\nТв. 	—\nПр. 	—",,,other,B2,2020-01-01 00:00:00
1336,,долг,долг,,1313,0,https://openrussian.org/audio-shtooka/долг.mp3,в/на долгу́,,,noun,B2,2020-01-01 00:00:00
1337,,настолько,насто'лько,,1314,0,https://openrussian.org/audio-shtooka/настолько.mp3,"so being emphasised as if saying ""so very""",,,other,B2,2020-01-01 00:00:00
1354,,навстречу,навстре'чу,,1331,0,https://openrussian.org/audio-shtooka/навстречу.mp3,+ dative case,кому?,,other,B2,2020-01-01 00:00:00
1369,,организм,органи'зм,,1346,0,https://openrussian.org/audio-shtooka/организм.mp3,в организме человека: in human body,,,noun,B2,2020-01-01 00:00:00
1397,,внизу,внизу',,1374,0,https://openrussian.org/audio-shtooka/внизу.mp3,"Below/under something.  Do not confuse with вниз which means ""down"".",,,other,B2,2020-01-01 00:00:00
1412,,кошка,ко'шка,,1389,0,https://openrussian.org/audio-shtooka/кошка.mp3,"кошка = female cat\nкот = male cat",,,noun,A2,2020-01-01 00:00:00
1418,,предел,преде'л,,1395,0,https://openrussian.org/audio-shtooka/предел.mp3,"в широких пределах: in wide range\nза  преде́лами: beyond",,,noun,B2,2020-01-01 00:00:00
1420,,напротив,напро'тив,,1397,0,https://openrussian.org/audio-shtooka/напротив.mp3,+ genitive case,чего? кого?,,other,B2,2020-01-01 00:00:00
1429,,постель,посте'ль,,1406,0,https://openrussian.org/audio-shtooka/постель.mp3,у постели: at the bedside,,,noun,B2,2020-01-01 00:00:00
1431,,лезть,лезть,,1408,0,https://openrussian.org/audio-shtooka/лезть.mp3,unidirectional verb of motion,"zielgerichtet : лезть\nnicht zielgerichtet : лазить",,verb,B2,2020-01-01 00:00:00
1444,,сзади,сза'ди,,1421,0,https://openrussian.org/audio-shtooka/сзади.mp3,+genitive,,,other,B2,2020-01-01 00:00:00
1446,,принадлежать,принадлежа'ть,,1423,0,https://openrussian.org/audio-shtooka/принадлежать.mp3,+ dative case,,,verb,B2,2020-01-01 00:00:00
